,#,Pokémon,Type,HP,ATK,DEF,Sp.ATK,Sp.DEF,SPD,Total,URLs
840,720,Hoopa Confined,"['Psychic', 'Ghost']",80,110,60,150,130,70,600,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png
841,720,Hoopa Unbound,"['Psychic', 'Dark']",80,160,60,170,130,80,680,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png
842,721,Volcanion,"['Fire', 'Water']",80,110,120,130,90,70,600,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png
843,722,Rowlet,"['Grass', 'Flying']",68,55,55,50,50,42,320,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png
844,723,Dartrix,"['Grass', 'Flying']",78,75,75,70,70,52,420,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png
845,724,Decidueye,"['Grass', 'Ghost']",78,107,75,100,100,70,530,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png
846,725,Litten,['Fire'],45,65,40,60,40,70,320,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png
847,726,Torracat,['Fire'],65,85,50,80,50,90,420,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png
848,727,Incineroar,"['Fire', 'Dark']",95,115,90,80,90,60,530,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png
849,728,Popplio,['Water'],50,54,54,66,56,40,320,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png
850,729,Brionne,['Water'],60,69,69,91,81,50,420,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png
851,730,Primarina,"['Water', 'Fairy']",80,74,74,126,116,60,530,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png
852,731,Pikipek,"['Normal', 'Flying']",35,75,30,30,30,65,265,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png
853,732,Trumbeak,"['Normal', 'Flying']",55,85,50,40,50,75,355,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png
854,733,Toucannon,"['Normal', 'Flying']",80,120,75,75,75,60,485,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png
855,734,Yungoos,['Normal'],48,70,30,30,30,45,253,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png
856,735,Gumshoos,['Normal'],88,110,60,55,60,45,418,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png
857,736,Grubbin,['Bug'],47,62,45,55,45,46,300,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png
858,737,Charjabug,"['Bug', 'Electric']",57,82,95,55,75,36,400,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png
859,738,Vikavolt,"['Bug', 'Electric']",77,70,90,145,75,43,500,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png
860,739,Crabrawler,['Fighting'],47,82,57,42,47,63,338,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png
861,740,Crabominable,"['Fighting', 'Ice']",97,132,77,62,67,43,478,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png
862,741,Baile Style,"['Fire', 'Flying']",75,70,70,98,70,93,476,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png
863,741,Pom-Pom Style,"['Electric', 'Flying']",75,70,70,98,70,93,476,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png
864,741,Pa'u Style,"['Psychic', 'Flying']",75,70,70,98,70,93,476,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png
865,741,Sensu Style,"['Ghost', 'Flying']",75,70,70,98,70,93,476,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png
866,742,Cutiefly,"['Bug', 'Fairy']",40,45,40,55,40,84,304,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png
867,743,Ribombee,"['Bug', 'Fairy']",60,55,60,95,70,124,464,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png
868,744,Rockruff,['Rock'],45,65,40,30,40,60,280,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png
869,744,Own Tempo Rockruff,['Rock'],45,65,40,30,40,60,280,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png
870,745,Midday Form,['Rock'],75,115,65,55,65,112,487,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png
871,745,Midnight Form,['Rock'],85,115,75,55,75,82,487,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png
872,745,Dusk Form,['Rock'],75,117,65,55,65,110,487,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png
873,746,Solo Form,['Water'],45,20,20,25,25,40,175,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png
874,746,School Form,['Water'],45,140,130,140,135,30,620,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png
875,747,Mareanie,"['Poison', 'Water']",50,53,62,43,52,45,305,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png
876,748,Toxapex,"['Poison', 'Water']",50,63,152,53,142,35,495,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png
877,749,Mudbray,['Ground'],70,100,70,45,55,45,385,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png
878,750,Mudsdale,['Ground'],100,125,100,55,85,35,500,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png
879,751,Dewpider,"['Water', 'Bug']",38,40,52,40,72,27,269,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png
880,752,Araquanid,"['Water', 'Bug']",68,70,92,50,132,42,454,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png
881,753,Fomantis,['Grass'],40,55,35,50,35,35,250,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png
882,754,Lurantis,['Grass'],70,105,90,80,90,45,480,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png
883,755,Morelull,"['Grass', 'Fairy']",40,35,55,65,75,15,285,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png
884,756,Shiinotic,"['Grass', 'Fairy']",60,45,80,90,100,30,405,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png
885,757,Salandit,"['Poison', 'Fire']",48,44,40,71,40,77,320,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png
886,758,Salazzle,"['Poison', 'Fire']",68,64,60,111,60,117,480,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png
887,759,Stufful,"['Normal', 'Fighting']",70,75,50,45,50,50,340,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png
888,760,Bewear,"['Normal', 'Fighting']",120,125,80,55,60,60,500,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png
889,761,Bounsweet,['Grass'],42,30,38,30,38,32,210,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png
890,762,Steenee,['Grass'],52,40,48,40,48,62,290,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png
891,763,Tsareena,['Grass'],72,120,98,50,98,72,510,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png
892,764,Comfey,['Fairy'],51,52,90,82,110,100,485,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png
893,765,Oranguru,"['Normal', 'Psychic']",90,60,80,90,110,60,490,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png
894,766,Passimian,['Fighting'],100,120,90,40,60,80,490,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png
895,767,Wimpod,"['Bug', 'Water']",25,35,40,20,30,80,230,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png
896,768,Golisopod,"['Bug', 'Water']",75,125,140,60,90,40,530,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png
897,769,Sandygast,"['Ghost', 'Ground']",55,55,80,70,45,15,320,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png
898,770,Palossand,"['Ghost', 'Ground']",85,75,110,100,75,35,480,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png
899,771,Pyukumuku,['Water'],55,60,130,30,130,5,410,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png
900,772,Type: Null,['Normal'],95,95,95,95,95,59,534,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png
901,773,Silvally,['Normal'],95,95,95,95,95,95,570,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png
902,774,Meteor Form,"['Rock', 'Flying']",60,60,100,60,100,60,440,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png
903,774,Core Form,"['Rock', 'Flying']",60,100,60,100,60,120,500,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png
904,775,Komala,['Normal'],65,115,65,75,95,65,480,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png
905,776,Turtonator,"['Fire', 'Dragon']",60,78,135,91,85,36,485,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png
906,777,Togedemaru,"['Electric', 'Steel']",65,98,63,40,73,96,435,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png
907,778,Mimikyu,"['Ghost', 'Fairy']",55,90,80,50,105,96,476,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png
908,779,Bruxish,"['Water', 'Psychic']",68,105,70,70,70,92,475,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png
909,780,Drampa,"['Normal', 'Dragon']",78,60,85,135,91,36,485,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png
910,781,Dhelmise,"['Ghost', 'Grass']",70,131,100,86,90,40,517,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png
911,782,Jangmo-o,['Dragon'],45,55,65,45,45,45,300,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png
912,783,Hakamo-o,"['Dragon', 'Fighting']",55,75,90,65,70,65,420,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png
913,784,Kommo-o,"['Dragon', 'Fighting']",75,110,125,100,105,85,600,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png
914,785,Tapu Koko,"['Electric', 'Fairy']",70,115,85,95,75,130,570,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png
915,786,Tapu Lele,"['Psychic', 'Fairy']",70,85,75,130,115,95,570,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png
916,787,Tapu Bulu,"['Grass', 'Fairy']",70,130,115,85,95,75,570,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png
917,788,Tapu Fini,"['Water', 'Fairy']",70,75,115,95,130,85,570,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png
918,789,Cosmog,['Psychic'],43,29,31,29,31,37,200,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png
919,790,Cosmoem,['Psychic'],43,29,131,29,131,37,400,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png
920,791,Solgaleo,"['Psychic', 'Steel']",137,137,107,113,89,97,680,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png
921,792,Lunala,"['Psychic', 'Ghost']",137,113,89,137,107,97,680,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png
922,793,Nihilego,"['Rock', 'Poison']",109,53,47,127,131,103,570,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png
923,794,Buzzwole,"['Bug', 'Fighting']",107,139,139,53,53,79,570,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png
924,795,Pheromosa,"['Bug', 'Fighting']",71,137,37,137,37,151,570,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png
925,796,Xurkitree,['Electric'],83,89,71,173,71,83,570,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png
926,797,Celesteela,"['Steel', 'Flying']",97,101,103,107,101,61,570,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png
927,798,Kartana,"['Grass', 'Steel']",59,181,131,59,31,109,570,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png
928,799,Guzzlord,"['Dark', 'Dragon']",223,101,53,97,53,43,570,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png
929,800,Necrozma,['Psychic'],97,107,101,127,89,79,600,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png
930,800,Dusk Mane Necrozma,"['Psychic', 'Steel']",97,157,127,113,109,77,680,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png
931,800,Dawn Wings Necrozma,"['Psychic', 'Ghost']",97,113,109,157,127,77,680,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png
932,800,Ultra Necrozma,"['Psychic', 'Dragon']",97,167,97,167,97,129,754,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png
933,801,Magearna,"['Steel', 'Fairy']",80,95,115,130,115,65,600,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png
934,802,Marshadow,"['Fighting', 'Ghost']",90,125,80,90,90,125,600,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png
935,803,Poipole,['Poison'],67,73,67,73,67,73,420,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png
936,804,Naganadel,"['Poison', 'Dragon']",73,73,73,127,73,121,540,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png
937,805,Stakataka,"['Rock', 'Steel']",61,131,211,53,101,13,570,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png
938,806,Blacephalon,"['Fire', 'Ghost']",53,127,53,151,79,107,570,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png
939,807,Zeraora,['Electric'],88,112,75,102,80,143,600,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png
940,808,Meltan,['Steel'],46,65,65,55,35,34,300,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png
941,809,Melmetal,['Steel'],135,143,143,80,65,34,600,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png
942,810,Grookey,['Grass'],50,65,50,40,40,65,310,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png
943,811,Thwackey,['Grass'],70,85,70,55,60,80,420,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png
944,812,Rillaboom,['Grass'],100,125,90,60,70,85,530,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png
945,813,Scorbunny,['Fire'],50,71,40,40,40,69,310,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png
946,814,Raboot,['Fire'],65,86,60,55,60,94,420,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png
947,815,Cinderace,['Fire'],80,116,75,65,75,119,530,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png
948,816,Sobble,['Water'],50,40,40,70,40,70,310,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png
949,817,Drizzile,['Water'],65,60,55,95,55,90,420,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png
950,818,Inteleon,['Water'],70,85,65,125,65,120,530,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png
951,819,Skwovet,['Normal'],70,55,55,35,35,25,275,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png
952,820,Greedent,['Normal'],120,95,95,55,75,20,460,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png
953,821,Rookidee,['Flying'],38,47,35,33,35,57,245,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png
954,822,Corvisquire,['Flying'],68,67,55,43,55,77,365,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png
955,823,Corviknight,"['Flying', 'Steel']",98,87,105,53,85,67,495,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png
956,824,Blipbug,['Bug'],25,20,20,25,45,45,180,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png
957,825,Dottler,"['Bug', 'Psychic']",50,35,80,50,90,30,335,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png
958,826,Orbeetle,"['Bug', 'Psychic']",60,45,110,80,120,90,505,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png
959,827,Nickit,['Dark'],40,28,28,47,52,50,245,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png
960,828,Thievul,['Dark'],70,58,58,87,92,90,455,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png
961,829,Gossifleur,['Grass'],40,40,60,40,60,10,250,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png
962,830,Eldegoss,['Grass'],60,50,90,80,120,60,460,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png
963,831,Wooloo,['Normal'],42,40,55,40,45,48,270,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png
964,832,Dubwool,['Normal'],72,80,100,60,90,88,490,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png
965,833,Chewtle,['Water'],50,64,50,38,38,44,284,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png
966,834,Drednaw,"['Water', 'Rock']",90,115,90,48,68,74,485,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png
967,835,Yamper,['Electric'],59,45,50,40,50,26,270,https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png
968,836,Boltund,['Electric'],69,90,60,90,60,121,490,https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png
969,837,Rolycoly,['Rock'],30,40,50,40,50,30,240,https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png
970,838,Carkol,"['Rock', 'Fire']",80,60,90,60,70,50,410,https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png
971,839,Coalossal,"['Rock', 'Fire']",110,80,120,80,90,30,510,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png
972,840,Applin,"['Grass', 'Dragon']",40,40,80,40,40,20,260,https://img.pokemondb.net/sprites/sword-shield/icon/applin.png
973,841,Flapple,"['Grass', 'Dragon']",70,110,80,95,60,70,485,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png
974,842,Appletun,"['Grass', 'Dragon']",110,85,80,100,80,30,485,https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png
975,843,Silicobra,['Ground'],52,57,75,35,50,46,315,https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png
976,844,Sandaconda,['Ground'],72,107,125,65,70,71,510,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png
977,845,Cramorant,"['Flying', 'Water']",70,85,55,85,95,85,475,https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png
978,846,Arrokuda,['Water'],41,63,40,40,30,66,280,https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png
979,847,Barraskewda,['Water'],61,123,60,60,50,136,490,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png
980,848,Toxel,"['Electric', 'Poison']",40,38,35,54,35,40,242,https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png
981,849,Low Key Form,"['Electric', 'Poison']",75,98,70,114,70,75,502,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-low-key.png
982,849,Amped Form,"['Electric', 'Poison']",75,98,70,114,70,75,502,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-amped.png
983,850,Sizzlipede,"['Fire', 'Bug']",50,65,45,50,50,45,305,https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png
984,851,Centiskorch,"['Fire', 'Bug']",100,115,65,90,90,65,525,https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png
985,852,Clobbopus,['Fighting'],50,68,60,50,50,32,310,https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png
986,853,Grapploct,['Fighting'],80,118,90,70,80,42,480,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png
987,854,Sinistea,['Ghost'],40,45,45,74,54,50,308,https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png
988,855,Polteageist,['Ghost'],60,65,65,134,114,70,508,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png
989,856,Hatenna,['Psychic'],42,30,45,56,53,39,265,https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png
990,857,Hattrem,['Psychic'],57,40,65,86,73,49,370,https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png
991,858,Hatterene,"['Psychic', 'Fairy']",57,90,95,136,103,29,510,https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png
992,859,Impidimp,"['Dark', 'Fairy']",45,45,30,55,40,50,265,https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png
993,860,Morgrem,"['Dark', 'Fairy']",65,60,45,75,55,70,370,https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png
994,861,Grimmsnarl,"['Dark', 'Fairy']",95,120,65,95,75,60,510,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png
995,862,Obstagoon,"['Dark', 'Normal']",93,90,101,60,81,95,520,https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png
996,863,Perrserker,['Steel'],70,110,100,50,60,50,440,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png
997,864,Cursola,['Ghost'],60,95,50,145,130,30,510,https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png
998,865,Sirfetch'd,['Fighting'],62,135,95,68,82,65,507,https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png
999,866,Mr. Rime,"['Psychic', 'Ice']",80,85,75,110,100,70,520,https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png
1000,867,Runerigus,"['Ground', 'Ghost']",58,95,145,50,105,30,483,https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png
1001,868,Milcery,['Fairy'],45,40,40,50,61,34,270,https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png
1002,869,Alcremie,['Fairy'],65,60,75,110,121,64,495,https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png
1003,870,Falinks,['Fighting'],65,100,100,70,60,75,470,https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png
1004,871,Pincurchin,['Electric'],48,101,95,91,85,15,435,https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png
1005,872,Snom,"['Ice', 'Bug']",30,25,35,45,30,20,185,https://img.pokemondb.net/sprites/sword-shield/icon/snom.png
1006,873,Frosmoth,"['Ice', 'Bug']",70,65,60,125,90,65,475,https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png
1007,874,Stonjourner,['Rock'],100,125,135,20,20,70,470,https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png
1008,875,Ice Face,['Ice'],75,80,110,65,90,50,470,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-ice.png
1009,875,Noice Face,['Ice'],75,80,70,65,50,130,470,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-noice.png
1010,876,Male,"['Psychic', 'Normal']",60,65,55,105,95,95,475,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-male.png
1011,876,Female,"['Psychic', 'Normal']",70,55,65,95,105,85,475,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-female.png
1012,877,Full Belly Mode,"['Electric', 'Dark']",58,95,58,70,58,97,436,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-full-belly.png
1013,877,Hangry Mode,"['Electric', 'Dark']",58,95,58,70,58,97,436,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-hangry.png
1014,878,Cufant,['Steel'],72,80,49,40,49,40,330,https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png
1015,879,Copperajah,['Steel'],122,130,69,80,69,30,500,https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png
1016,880,Dracozolt,"['Electric', 'Dragon']",90,100,90,80,70,75,505,https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png
1017,881,Arctozolt,"['Electric', 'Ice']",90,100,90,90,80,55,505,https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png
1018,882,Dracovish,"['Water', 'Dragon']",90,90,100,70,80,75,505,https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png
1019,883,Arctovish,"['Water', 'Ice']",90,90,100,80,90,55,505,https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png
1020,884,Duraludon,"['Steel', 'Dragon']",70,95,115,120,50,85,535,https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png
1021,885,Dreepy,"['Dragon', 'Ghost']",28,60,30,40,30,82,270,https://img.pokemondb.net/sprites/sword-shield/icon/dreepy.png
1022,886,Drakloak,"['Dragon', 'Ghost']",68,80,50,60,50,102,410,https://img.pokemondb.net/sprites/sword-shield/icon/drakloak.png
1023,887,Dragapult,"['Dragon', 'Ghost']",88,120,75,100,75,142,600,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png
1024,888,Crowned Sword,"['Fairy', 'Steel']",92,170,115,80,115,148,720,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-crowned.png
1025,888,Hero of Many Battles,['Fairy'],92,130,115,80,115,138,670,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-hero.png
1026,889,Crowned Shield,"['Fighting', 'Steel']",92,130,145,80,145,128,720,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-crowned.png
1027,889,Hero of Many Battles,['Fighting'],92,130,115,80,115,138,670,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-hero.png
1028,890,Eternatus,"['Poison', 'Dragon']",140,85,95,145,95,130,690,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus.png
1029,890,Eternamax,"['Poison', 'Dragon']",255,115,250,125,250,130,1125,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus-eternamax.png
1030,891,Kubfu,['Fighting'],60,90,60,53,50,72,385,https://img.pokemondb.net/s.png
1031,892,Single Strike Style,"['Fighting', 'Dark']",100,130,100,63,60,97,550,https://img.pokemondb.net/s.png
1032,892,Rapid Strike Style,"['Fighting', 'Water']",100,130,100,63,60,97,550,https://img.pokemondb.net/s.png
1033,893,Zarude,"['Dark', 'Grass']",105,120,105,70,95,105,600,https://img.pokemondb.net/s.png
